time,representation,source_left,source_right,representation_distance,target_distance,lift_difference,exact_representation_collision
0.125,wrapped_torus,9,45,2.2391990027745656,0.7641478380238843,1.322875655532298,False
0.125,wrapped_torus,10,34,2.837770703701284,0.6940399797765869,1.6583123345239692,False
0.125,wrapped_torus,13,52,2.9611740603580463,0.49099751519599033,1.4142135623730971,False
0.125,wrapped_torus,14,15,2.788405134400249,0.3363997787961278,6.352138865832771e-08,False
0.125,wrapped_torus,14,23,2.886051251985377,0.7044017126931641,1.2247448379330352,False
0.125,wrapped_torus,16,54,2.961910952804869,0.740542776507079,1.3228756442680778,False
0.125,wrapped_torus,17,58,2.774540849014926,0.9159123181651257,1.3228756330038602,False
0.125,wrapped_torus,18,59,2.8876798807527435,0.5671814279348625,1.732050831227649,False
0.125,wrapped_torus,18,62,2.600144919094727,0.4317317246796379,1.4142135676414527,False
0.125,wrapped_torus,22,46,2.639124532552568,0.6923084392218394,0.866025427443211,False
0.125,wrapped_torus,25,51,2.9465748721258214,0.5457643998053319,1.2247448470580993,False
0.125,wrapped_torus,26,61,2.5525360487653477,0.41405253658690244,1.4142135729098075,False
0.125,wrapped_torus,32,49,2.8424531183779336,0.7042238474183449,1.6583123951777035,False
0.125,wrapped_torus,40,50,2.912351615442064,0.6399774016774504,1.2247448044744798,False
0.125,wrapped_torus,45,50,2.798729219648254,0.9100430646177182,1.5811387829625816,False
0.125,wrapped_torus,49,54,2.100463285372281,0.7751790340740842,1.5811387829625838,False
0.125,production_input,0,25,4.094053817182468,0.8749701439181244,1.5811387876747434,False
0.125,production_input,0,27,4.065982597315044,0.8552730214138307,1.5000000161429252,False
0.125,production_input,6,42,4.106237887944083,1.3854102304671405,2.1794494649332163,False
0.125,production_input,7,63,4.170219414578442,0.7619512184930439,1.322875661164406,False
0.125,production_input,8,56,4.145257422924174,0.6629505868032399,1.6583123996705724,False
0.125,production_input,9,45,3.330993279676796,0.7641478380238843,1.322875655532298,False
0.125,production_input,11,61,4.271894014289118,1.158356414516781,1.3228756104754205,False
0.125,production_input,13,15,4.261405117075229,0.8720433325383712,1.4999999670932713,False
0.125,production_input,14,15,4.165713829117052,0.3363997787961278,6.352138865832771e-08,False
0.125,production_input,15,19,4.111206317625819,0.7450529075654124,7.28815702831862e-08,False
0.125,production_input,19,34,3.86318246181461,0.49729521312118535,1.2247448044744838,False
0.125,production_input,22,46,3.73268074022638,0.6923084392218394,0.866025427443211,False
0.125,production_input,25,36,3.904069076117456,0.9363796549511998,1.2247447862243612,False
0.125,production_input,26,59,4.236362431995905,1.1503873399676703,2.3452078811030668,False
0.125,production_input,32,33,4.239108329007875,0.809877122429288,1.4142135202262516,False
0.125,production_input,37,62,4.1254896395751794,0.567428332732066,1.224744865308217,False
0.125,production_input,40,50,4.219365847155537,0.6399774016774504,1.2247448044744798,False
0.125,production_input,44,50,4.215173242623114,0.993711244709523,1.6583123322775324,False
